Kód ADM,Kód obce,Název obce,Název MOMC,Název MOP,Kód èásti obce,Název èásti obce,Název ulice,Typ SO,Èíslo domovní,Èíslo orientaèní,Znak èísla orientaèního,PSÈ,Souøadnice Y,Souøadnice X,Platí Od,Jednoøádková adresa,Èíslo volebního okrsku,,
21788561,554782,Praha,Praha 3,Praha 3,490261,Žižkov,námìstí Winstona Churchilla,è.p.,1938,4,,13000,741446,72,1043558,98,10.07.2017,námìstí Winstona Churchilla 1938/4~Žižkov~13000 Praha 3,3001
28110137,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Italská,è.p.,1938,38,,13000,741487,9,1043560,43,07.06.2017,Italská 1938/38~Žižkov~13000 Praha 3,3001
22701486,554782,Praha,Praha 3,Praha 3,490261,Žižkov,U Rajské zahrady,è.p.,2428,22,,13000,741295,83,1043690,35,10.07.2017,U Rajské zahrady 2428/22~Žižkov~13000 Praha 3,3001
25742370,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Siwiecova,è.p.,2428,2,,13000,741298,79,1043650,44,22.06.2017,Siwiecova 2428/2~Žižkov~13000 Praha 3,3001
26596237,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,2848,15,a,13000,741408,96,1043400,89,10.07.2017,Seifertova 2848/15a~Žižkov~13000 Praha 3,3001
27931714,554782,Praha,Praha 3,Praha 3,490261,Žižkov,U Rajské zahrady,è.p.,2857,1,,13000,741304,66,1043757,14,10.07.2017,U Rajské zahrady 2857/1~Žižkov~13000 Praha 3,3001
40737900,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,2871,10,,13000,741164,31,1043572,1,11.12.2013,Seifertova 2871/10~Žižkov~13000 Praha 3,3001
42329141,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,2880,13,a,13000,741177,25,1043697,18,11.12.2013,Vlkova 2880/13a~Žižkov~13000 Praha 3,3001
70861048,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,2881,8,a,13000,741200,8,1043771,85,08.01.2014,Vlkova 2881/8a~Žižkov~13000 Praha 3,3001
21767386,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,27,44,,13000,741146,27,1043379,99,10.07.2017,Øehoøova 27/44~Žižkov~13000 Praha 3,3002
21767459,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,33,39,,13000,741158,17,1043357,32,10.07.2017,Øehoøova 33/39~Žižkov~13000 Praha 3,3002
21768048,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,101,16,,13000,741014,52,1043421,35,10.07.2017,Orebitská 101/16~Žižkov~13000 Praha 3,3002
21768056,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,102,15,,13000,740977,12,1043419,9,10.07.2017,Orebitská 102/15~Žižkov~13000 Praha 3,3002
21768129,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,108,1,,13000,740962,53,1043423,5,10.07.2017,Kostnické námìstí 108/1~Žižkov~13000 Praha 3,3002
21768943,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,194,14,,13000,741027,27,1043414,27,10.07.2017,Orebitská 194/14~Žižkov~13000 Praha 3,3002
21771537,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,477,11,,13000,740991,43,1043437,22,10.07.2017,Kostnické námìstí 477/11~Žižkov~13000 Praha 3,3002
21771545,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,477,18,,13000,740998,94,1043428,44,10.07.2017,Orebitská 477/18~Žižkov~13000 Praha 3,3002
21771553,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,478,35,,13000,741002,34,1043451,1,10.07.2017,Husinecká 478/35~Žižkov~13000 Praha 3,3002
21771561,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,478,10,,13000,740992,84,1043448,55,10.07.2017,Kostnické námìstí 478/10~Žižkov~13000 Praha 3,3002
21771600,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,483,12,,13000,741041,15,1043407,75,10.07.2017,Orebitská 483/12~Žižkov~13000 Praha 3,3002
21771766,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,498,8,,13000,740976,69,1043472,7,10.07.2017,Kostnické námìstí 498/8~Žižkov~13000 Praha 3,3002
21772223,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,541,13,,13000,741185,51,1043430,7,22.06.2017,Husinecká 541/13~Žižkov~13000 Praha 3,3002
21772231,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,542,35,,13000,741058,8,1043505,31,10.07.2017,Krásova 542/35~Žižkov~13000 Praha 3,3002
21772258,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,546,17,,13000,741156,4,1043434,1,10.07.2017,Husinecká 546/17~Žižkov~13000 Praha 3,3002
21772266,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,547,18,,13000,741063,68,1043462,44,10.07.2017,Husinecká 547/18~Žižkov~13000 Praha 3,3002
21772274,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,547,39,,13000,741055,18,1043472,35,10.07.2017,Krásova 547/39~Žižkov~13000 Praha 3,3002
21772282,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,548,7,,13000,741237,64,1043425,65,10.07.2017,Husinecká 548/7~Žižkov~13000 Praha 3,3002
21772321,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,552,37,,13000,741057,44,1043490,2,10.07.2017,Krásova 552/37~Žižkov~13000 Praha 3,3002
21772371,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,557,2,,13000,741199,25,1043459,4,10.07.2017,Husinecká 557/2~Žižkov~13000 Praha 3,3002
21772380,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,557,4,,13000,741188,62,1043448,55,10.07.2017,Husinecká 557/4~Žižkov~13000 Praha 3,3002
21772398,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,557,41,,13000,741190,25,1043454,42,11.12.2013,Seifertova 557/41~Žižkov~13000 Praha 3,3002
21772509,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,567,3,,13000,741215,96,1043461,59,10.07.2017,Husinecká 567/3~Žižkov~13000 Praha 3,3002
21772517,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,568,34,,13000,741039,59,1043493,89,10.07.2017,Krásova 568/34~Žižkov~13000 Praha 3,3002
21772525,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,569,9,,13000,741211,15,1043436,37,10.07.2017,Husinecká 569/9~Žižkov~13000 Praha 3,3002
21772797,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,592,7,,13000,740963,66,1043473,77,10.07.2017,Kostnické námìstí 592/7~Žižkov~13000 Praha 3,3002
21772819,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,593,6,,13000,740947,79,1043475,75,10.07.2017,Kostnické námìstí 593/6~Žižkov~13000 Praha 3,3002
21772908,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,601,8,,13000,741068,92,1043396,42,10.07.2017,Orebitská 601/8~Žižkov~13000 Praha 3,3002
21773076,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,616,9,,13000,741013,39,1043401,24,10.07.2017,Orebitská 616/9~Žižkov~13000 Praha 3,3002
21773165,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,624,20,,13000,741026,13,1043466,69,10.07.2017,Husinecká 624/20~Žižkov~13000 Praha 3,3002
21773173,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,624,36,,13000,741037,33,1043475,19,10.07.2017,Krásova 624/36~Žižkov~13000 Praha 3,3002
21773289,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,633,13,,13000,740989,2,1043412,85,10.07.2017,Orebitská 633/13~Žižkov~13000 Praha 3,3002
21773297,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,634,9,,13000,740992,84,1043470,9,10.07.2017,Kostnické námìstí 634/9~Žižkov~13000 Praha 3,3002
21773319,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,635,3,,13000,740927,96,1043427,2,10.07.2017,Kostnické námìstí 635/3~Žižkov~13000 Praha 3,3002
21773327,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,636,10,,13000,741053,62,1043401,8,10.07.2017,Orebitská 636/10~Žižkov~13000 Praha 3,3002
21773459,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,647,7,,13000,741026,42,1043395,1,10.07.2017,Orebitská 647/7~Žižkov~13000 Praha 3,3002
21773564,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,661,29,,13000,741051,35,1043446,10.07.2017,Husinecká 661/29~Žižkov~13000 Praha 3,3002,
21773572,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,663,33,,13000,741022,45,1043448,84,10.07.2017,Husinecká 663/33~Žižkov~13000 Praha 3,3002
21773581,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,664,31,,13000,741036,5,1043447,42,10.07.2017,Husinecká 664/31~Žižkov~13000 Praha 3,3002
21773718,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,676,11,,13000,741001,2,1043407,19,10.07.2017,Orebitská 676/11~Žižkov~13000 Praha 3,3002
21773751,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,680,32,,13000,741041,66,1043510,96,10.07.2017,Krásova 680/32~Žižkov~13000 Praha 3,3002
21774161,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,715,22,,13000,741007,15,1043468,39,10.07.2017,Husinecká 715/22~Žižkov~13000 Praha 3,3002
21774196,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,719,2,,13000,740947,23,1043424,75,10.07.2017,Kostnické námìstí 719/2~Žižkov~13000 Praha 3,3002
21774218,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,721,27,,13000,741065,94,1043444,2,10.07.2017,Husinecká 721/27~Žižkov~13000 Praha 3,3002
21774251,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,726,5,,13000,741037,75,1043389,62,10.07.2017,Orebitská 726/5~Žižkov~13000 Praha 3,3002
21774935,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,789,16,,13000,741084,36,1043460,17,10.07.2017,Husinecká 789/16~Žižkov~13000 Praha 3,3002
21774960,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,792,25,,13000,741082,94,1043442,32,10.07.2017,Husinecká 792/25~Žižkov~13000 Praha 3,3002
21774978,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,793,23,,13000,741100,79,1043440,9,10.07.2017,Husinecká 793/23~Žižkov~13000 Praha 3,3002
21775168,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,808,5,,13000,741213,7,1043449,4,10.07.2017,Husinecká 808/5~Žižkov~13000 Praha 3,3002
21775401,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,829,6,,13000,741168,51,1043450,82,10.07.2017,Husinecká 829/6~Žižkov~13000 Praha 3,3002
21775419,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,830,8,,13000,741154,62,1043452,24,10.07.2017,Husinecká 830/8~Žižkov~13000 Praha 3,3002
21775605,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,852,21,,13000,741118,7,1043438,64,10.07.2017,Husinecká 852/21~Žižkov~13000 Praha 3,3002
21775915,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,887,3,,13000,741473,89,1043382,74,10.07.2017,Øehoøova 887/3~Žižkov~13000 Praha 3,3002
21776091,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,903,10,,13000,741139,4,1043453,94,10.07.2017,Husinecká 903/10~Žižkov~13000 Praha 3,3002
21776105,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,905,12,,13000,741123,74,1043455,35,10.07.2017,Husinecká 905/12~Žižkov~13000 Praha 3,3002
21776130,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,908,4,,13000,741456,65,1043387,79,10.07.2017,Øehoøova 908/4~Žižkov~13000 Praha 3,3002
21776261,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,919,8,,13000,741414,29,1043364,9,10.07.2017,Øehoøova 919/8~Žižkov~13000 Praha 3,3002
21776326,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,926,45,,13000,741105,18,1043371,21,10.07.2017,Øehoøova 926/45~Žižkov~13000 Praha 3,3002
21776334,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,927,43,,13000,741118,78,1043367,24,10.07.2017,Øehoøova 927/43~Žižkov~13000 Praha 3,3002
21776385,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,930,23,,13000,741290,33,1043342,31,10.07.2017,Øehoøova 930/23~Žižkov~13000 Praha 3,3002
21776393,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,931,25,,13000,741275,76,1043341,71,10.07.2017,Øehoøova 931/25~Žižkov~13000 Praha 3,3002
21776407,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,932,27,,13000,741259,71,1043343,2,10.07.2017,Øehoøova 932/27~Žižkov~13000 Praha 3,3002
21776415,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,933,29,,13000,741243,73,1043345,14,10.07.2017,Øehoøova 933/29~Žižkov~13000 Praha 3,3002
21776423,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,934,31,,13000,741229,28,1043346,84,10.07.2017,Øehoøova 934/31~Žižkov~13000 Praha 3,3002
21776431,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,935,33,,13000,741214,26,1043349,11,10.07.2017,Øehoøova 935/33~Žižkov~13000 Praha 3,3002
21776440,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,936,35,,13000,741199,81,1043350,52,10.07.2017,Øehoøova 936/35~Žižkov~13000 Praha 3,3002
21776458,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,937,37,,13000,741184,23,1043352,79,10.07.2017,Øehoøova 937/37~Žižkov~13000 Praha 3,3002
21776466,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøíbìnická,è.p.,938,22,,13000,741383,67,1043339,34,10.07.2017,Pøíbìnická 938/22~Žižkov~13000 Praha 3,3002
21776474,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,938,15,,13000,741391,99,1043345,58,10.07.2017,Øehoøova 938/15~Žižkov~13000 Praha 3,3002
21776547,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,943,19,,13000,741341,16,1043343,8,10.07.2017,Øehoøova 943/19~Žižkov~13000 Praha 3,3002
21776598,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,948,14,,13000,741105,4,1043457,9,10.07.2017,Husinecká 948/14~Žižkov~13000 Praha 3,3002
21776610,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,950,11,,13000,741245,38,1043413,46,22.06.2017,Husinecká 950/11~Žižkov~13000 Praha 3,3002
21776687,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,959,11,,13000,741427,81,1043346,47,10.07.2017,Øehoøova 959/11~Žižkov~13000 Praha 3,3002
21776695,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,960,13,,13000,741412,5,1043346,17,10.07.2017,Øehoøova 960/13~Žižkov~13000 Praha 3,3002
21776709,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,961,6,,13000,741439,11,1043365,79,10.07.2017,Øehoøova 961/6~Žižkov~13000 Praha 3,3002
21776717,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,962,26,,13000,741282,1,1043361,4,10.07.2017,Øehoøova 962/26~Žižkov~13000 Praha 3,3002
21776741,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,964,28,,13000,741265,66,1043361,63,10.07.2017,Øehoøova 964/28~Žižkov~13000 Praha 3,3002
21776768,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,967,9,,13000,741445,95,1043346,47,10.07.2017,Øehoøova 967/9~Žižkov~13000 Praha 3,3002
21776776,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,968,42,,13000,741162,13,1043375,46,10.07.2017,Øehoøova 968/42~Žižkov~13000 Praha 3,3002
21776784,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,969,21,,13000,741315,3,1043342,61,10.07.2017,Øehoøova 969/21~Žižkov~13000 Praha 3,3002
21776831,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,973,7,,13000,741458,43,1043354,79,10.07.2017,Øehoøova 973/7~Žižkov~13000 Praha 3,3002
21776849,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,974,5,,13000,741466,46,1043369,36,10.07.2017,Øehoøova 974/5~Žižkov~13000 Praha 3,3002
21776962,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,985,30,,13000,741251,39,1043363,12,10.07.2017,Øehoøova 985/30~Žižkov~13000 Praha 3,3002
21776971,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,986,16,,13000,741353,5,1043362,82,10.07.2017,Øehoøova 986/16~Žižkov~13000 Praha 3,3002
21776989,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,987,14,,13000,741368,81,1043363,42,10.07.2017,Øehoøova 987/14~Žižkov~13000 Praha 3,3002
21777039,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,992,10,,13000,741399,13,1043364,31,10.07.2017,Øehoøova 992/10~Žižkov~13000 Praha 3,3002
21777080,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,997,12,,13000,741384,26,1043363,71,10.07.2017,Øehoøova 997/12~Žižkov~13000 Praha 3,3002
21777110,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1001,22,,13000,741310,25,1043362,23,10.07.2017,Øehoøova 1001/22~Žižkov~13000 Praha 3,3002
21777128,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1002,20,,13000,741323,62,1043362,23,10.07.2017,Øehoøova 1002/20~Žižkov~13000 Praha 3,3002
21777136,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1003,34,,13000,741219,8,1043367,52,10.07.2017,Øehoøova 1003/34~Žižkov~13000 Praha 3,3002
21777144,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1004,32,,13000,741235,23,1043365,26,10.07.2017,Øehoøova 1004/32~Žižkov~13000 Praha 3,3002
21777187,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1008,24,,13000,741296,27,1043361,33,10.07.2017,Øehoøova 1008/24~Žižkov~13000 Praha 3,3002
21777268,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1018,36,,13000,741204,63,1043369,22,10.07.2017,Øehoøova 1018/36~Žižkov~13000 Praha 3,3002
21777292,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,1020,19,,13000,741139,32,1043435,8,10.07.2017,Husinecká 1020/19~Žižkov~13000 Praha 3,3002
21777314,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1022,40,,13000,741176,58,1043372,91,10.07.2017,Øehoøova 1022/40~Žižkov~13000 Praha 3,3002
21777322,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1023,38,,13000,741190,75,1043370,92,10.07.2017,Øehoøova 1023/38~Žižkov~13000 Praha 3,3002
21777331,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,1024,11,a,13000,741210,3,1043415,4,10.07.2017,Husinecká 1024/11a~Žižkov~13000 Praha 3,3002
21777349,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1025,18,,13000,741338,49,1043362,52,10.07.2017,Øehoøova 1025/18~Žižkov~13000 Praha 3,3002
21777471,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1035,46,,13000,741132,95,1043383,39,10.07.2017,Øehoøova 1035/46~Žižkov~13000 Praha 3,3002
21777501,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1039,54,,13000,741083,65,1043395,1,10.07.2017,Øehoøova 1039/54~Žižkov~13000 Praha 3,3002
21777519,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1040,52,,13000,741096,4,1043392,17,11.07.2017,Øehoøova 1040/52~Žižkov~13000 Praha 3,3002
21777527,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1041,50,,13000,741108,58,1043389,34,10.07.2017,Øehoøova 1041/50~Žižkov~13000 Praha 3,3002
21777870,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,1070,48,,13000,741121,33,1043385,94,10.07.2017,Øehoøova 1070/48~Žižkov~13000 Praha 3,3002
21787409,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husinecká,è.p.,1849,15,,13000,741168,79,1043432,4,10.07.2017,Husinecká 1849/15~Žižkov~13000 Praha 3,3002
25757083,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kostnické námìstí,è.p.,2827,12,,13000,740969,2,1043448,6,10.07.2017,Kostnické námìstí 2827/12~Žižkov~13000 Praha 3,3002
41029267,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,2876,9,a,13000,741009,12,1043387,9,11.12.2013,Orebitská 2876/9a~Žižkov~13000 Praha 3,3002
41798350,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Øehoøova,è.p.,2877,41,,13000,741135,23,1043364,62,09.02.2017,Øehoøova 2877/41~Žižkov~13000 Praha 3,3002
21767220,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Trocnovská,è.p.,1,2,,13000,741240,4,1043205,61,10.07.2017,Trocnovská 1/2~Žižkov~13000 Praha 3,3003
21767441,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,33,34,,13000,741134,86,1043315,42,10.07.2017,Husitská 33/34~Žižkov~13000 Praha 3,3003
21767475,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pernerova,è.p.,36,2,,18600,741053,47,1043048,33,10.07.2017,Pernerova 36/2~Žižkov~18600 Praha 3,3003
21767505,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,40,52,,13000,740952,89,1043358,17,10.07.2017,Husitská 40/52~Žižkov~13000 Praha 3,3003
21767530,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,42,22,,13000,741404,48,1043237,38,10.07.2017,Husitská 42/22~Žižkov~13000 Praha 3,3003
21767572,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,48,50,,13000,740972,73,1043355,62,10.07.2017,Husitská 48/50~Žižkov~13000 Praha 3,3003
21767661,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Orebitská,è.p.,66,6,,13000,741074,87,1043370,64,10.07.2017,Orebitská 66/6~Žižkov~13000 Praha 3,3003
21767688,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,68,29,,13000,740935,9,1043340,89,10.07.2017,Husitská 68/29~Žižkov~13000 Praha 3,3003
21767696,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,69,33,,13000,740882,35,1043349,39,10.07.2017,Husitská 69/33~Žižkov~13000 Praha 3,3003
21767700,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeronýmova,è.p.,69,10,,13000,740891,1043332,41,10.07.2017,Jeronýmova 69/10~Žižkov~13000 Praha 3,3003,
21767718,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,70,24,,13000,741281,26,1043271,56,10.07.2017,Husitská 70/24~Žižkov~13000 Praha 3,3003
21767734,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,72,35,,13000,740865,6,1043352,22,10.07.2017,Husitská 72/35~Žižkov~13000 Praha 3,3003
21767742,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,73,37,,13000,740850,5,1043352,51,10.07.2017,Husitská 73/37~Žižkov~13000 Praha 3,3003
21767751,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,74,39,,13000,740834,4,1043350,24,10.07.2017,Husitská 74/39~Žižkov~13000 Praha 3,3003
21767769,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,75,25,,13000,740961,68,1043336,36,10.07.2017,Husitská 75/25~Žižkov~13000 Praha 3,3003
21767777,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,76,27,,13000,740948,64,1043338,62,10.07.2017,Husitská 76/27~Žižkov~13000 Praha 3,3003
21767785,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,78,19,,13000,741006,87,1043329,84,10.07.2017,Husitská 78/19~Žižkov~13000 Praha 3,3003
21767815,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,80,65,,13000,740589,2,1043319,6,10.07.2017,Husitská 80/65~Žižkov~13000 Praha 3,3003
21767823,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Prvního pluku,è.p.,81,2,a,13000,741222,57,1043095,1,10.07.2017,Prvního pluku 81/2a~Žižkov~13000 Praha 3,3003
30481694,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Trocnovská,è.p.,81,2,a,13000,741217,1043094,24,09.03.2018,Trocnovská 81/2a~Žižkov~13000 Praha 3,3003,
21767831,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,83,23,,13000,740976,69,1043333,81,10.07.2017,Husitská 83/23~Žižkov~13000 Praha 3,3003
21767840,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,85,21,,13000,740991,29,1043331,82,10.07.2017,Husitská 85/21~Žižkov~13000 Praha 3,3003
21767858,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeronýmova,è.p.,86,11,,13000,740906,82,1043326,26,10.07.2017,Jeronýmova 86/11~Žižkov~13000 Praha 3,3003
21767874,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Husitská,è.p.,88,31,,13000,740916,63,1043343,72,10.07.2017,Husitská 88/31~Žižkov~13000 Praha 3,3003
